method,scenario,iteration,converged,time_sec,n_iter,objective,tau2,n_params,init_val_idx,message
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,17,True,0.00130462646484375,,,4.4401785614366127e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,17,True,0.0013623237609863281,,,4.4401785614366127e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,18,True,0.0013165473937988281,,,8.468993636901923e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,18,True,0.0014498233795166016,,,8.468993636901923e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,19,True,0.0014164447784423828,,,4.395554029749889e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,19,True,0.00148773193359375,,,4.395554029749889e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,20,True,0.0013942718505859375,,,7.473571318123844e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,20,True,0.001605987548828125,,,7.473571318123844e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,21,True,0.0014672279357910156,,,3.254927074707815e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,21,True,0.001401662826538086,,,3.254927074707815e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,22,True,0.0018584728240966797,,,2.7917486906952665e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,22,True,0.001209259033203125,,,2.7917486906952665e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,23,True,0.0014142990112304688,,,3.978753081255286e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,23,True,0.001505136489868164,,,3.978753081255286e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,24,True,0.0014684200286865234,,,1.1289581045830141e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,24,True,0.001552581787109375,,,1.1289581045830141e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,25,True,0.0013077259063720703,,,2.8846699994940986e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,25,True,0.0014622211456298828,,,2.8846699994940986e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,26,True,0.0013484954833984375,,,1.862489216855256e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,26,True,0.0015740394592285156,,,1.862489216855256e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,27,True,0.001363992691040039,,,5.690722234813041e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,27,True,0.0013992786407470703,,,5.690722234813041e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,28,True,0.001821279525756836,,,3.0913552332695423e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,28,True,0.001210927963256836,,,3.0913552332695423e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,29,True,0.0021119117736816406,,,3.662393380681058e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,29,True,0.0013275146484375,,,3.662393380681058e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,30,True,0.0013973712921142578,,,7.810737235385892e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,30,True,0.001617431640625,,,7.810737235385892e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,31,True,0.001310586929321289,,,3.6022947161047483e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,31,True,0.0014579296112060547,,,3.6022947161047483e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,32,True,0.0017459392547607422,,,3.8409093989648174e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,32,True,0.0012276172637939453,,,3.8409093989648174e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,33,True,0.0013928413391113281,,,4.415923737209744e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,33,True,0.0014476776123046875,,,4.415923737209744e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,34,True,0.0014026165008544922,,,7.241723617613171e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,34,True,0.0016372203826904297,,,7.241723617613171e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,35,True,0.0013861656188964844,,,8.559276492296642e-08,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,35,True,0.0013885498046875,,,8.559276492296642e-08,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,36,True,0.0016930103302001953,,,2.566571585148955e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,36,True,0.0011911392211914062,,,2.566571585148955e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,37,True,0.001312255859375,,,3.944835798247096e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,37,True,0.0015201568603515625,,,3.944835798247096e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,38,True,0.0013523101806640625,,,2.2101270527925274e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,38,True,0.001413106918334961,,,2.2101270527925274e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,39,True,0.0014176368713378906,,,3.1033842350444445e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,39,True,0.0014667510986328125,,,3.1033842350444445e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,40,True,0.0013756752014160156,,,3.502765648532073e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,40,True,0.0016341209411621094,,,3.502765648532073e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,41,True,0.0013489723205566406,,,9.308913958612017e-08,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,41,True,0.0014109611511230469,,,9.308913958612017e-08,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,42,True,0.0029611587524414062,,,2.9560716973994526e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,42,True,0.00131988525390625,,,2.9560716973994526e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,43,True,0.0014176368713378906,,,1.0089566512736126e-06,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,43,True,0.0013494491577148438,,,1.0089566512736126e-06,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,44,True,0.0017714500427246094,,,5.011379602145717e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,44,True,0.0013005733489990234,,,5.011379602145717e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,45,True,0.001277923583984375,,,4.007062817151947e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,45,True,0.0013179779052734375,,,4.007062817151947e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,46,True,0.0013973712921142578,,,3.6555389615032006e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,46,True,0.0013620853424072266,,,3.6555389615032006e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,47,True,0.0013244152069091797,,,2.2236773706414419e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,47,True,0.0014827251434326172,,,2.2236773706414419e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,48,True,0.00131988525390625,,,8.928490131286537e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,48,True,0.0012912750244140625,,,8.928490131286537e-07,,,Success
TwoStage_DL_HKSJ,Quadratic (Moderate Het)_k8,49,True,0.0017621517181396484,,,2.44432216247969e-07,,,Success
TwoStage_DL_Normal,Quadratic (Moderate Het)_k8,49,True,0.0014219284057617188,,,2.44432216247969e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,0,True,0.0013048648834228516,,,1.7437419953777353e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,0,True,0.0013346672058105469,,,1.7437419953777353e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,1,True,0.0016863346099853516,,,3.3276660828799333e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,1,True,0.0017845630645751953,,,3.3276660828799333e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,2,True,0.0017735958099365234,,,9.723653032038646e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,2,True,0.0014379024505615234,,,9.723653032038646e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,3,True,0.0019261837005615234,,,1.1488496058661488e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,3,True,0.002269744873046875,,,1.1488496058661488e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,4,True,0.0015645027160644531,,,7.499337964525563e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,4,True,0.0013790130615234375,,,7.499337964525563e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,5,True,0.0013091564178466797,,,9.432336855184907e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,5,True,0.0012547969818115234,,,9.432336855184907e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,6,True,0.0016283988952636719,,,5.602417476812225e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,6,True,0.0011646747589111328,,,5.602417476812225e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,7,True,0.001344919204711914,,,1.9235338637196367e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,7,True,0.0013973712921142578,,,1.9235338637196367e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,8,True,0.0015041828155517578,,,4.0252985327664344e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,8,True,0.0012612342834472656,,,4.0252985327664344e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,9,True,0.001628875732421875,,,1.8524396593813258e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,9,True,0.0015840530395507812,,,1.8524396593813258e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,10,True,0.0015811920166015625,,,5.498819487431326e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,10,True,0.0014548301696777344,,,5.498819487431326e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,11,True,0.0019941329956054688,,,1.8771222386072603e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,11,True,0.0014438629150390625,,,1.8771222386072603e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,12,True,0.001294851303100586,,,4.6894245106169556e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,12,True,0.001520395278930664,,,4.6894245106169556e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,13,True,0.0013217926025390625,,,7.838941713706085e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,13,True,0.0015523433685302734,,,7.838941713706085e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,14,True,0.0015239715576171875,,,1.0985454266993119e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,14,True,0.0014657974243164062,,,1.0985454266993119e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,15,True,0.0018761157989501953,,,9.885324325762165e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,15,True,0.0012004375457763672,,,9.885324325762165e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,16,True,0.001493215560913086,,,7.866779578473756e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,16,True,0.0015175342559814453,,,7.866779578473756e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,17,True,0.0015540122985839844,,,1.4622016905099146e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,17,True,0.0015521049499511719,,,1.4622016905099146e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,18,True,0.0015223026275634766,,,1.4033249930701785e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,18,True,0.0014579296112060547,,,1.4033249930701785e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,19,True,0.0016510486602783203,,,1.2034626469031567e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,19,True,0.0016560554504394531,,,1.2034626469031567e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,20,True,0.001359701156616211,,,1.6314762776283703e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,20,True,0.0014750957489013672,,,1.6314762776283703e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,21,True,0.002050161361694336,,,6.968779119901534e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,21,True,0.0014069080352783203,,,6.968779119901534e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,22,True,0.0018815994262695312,,,4.0413045950833637e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,22,True,0.0013506412506103516,,,4.0413045950833637e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,23,True,0.001377105712890625,,,9.081435014918957e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,23,True,0.001508951187133789,,,9.081435014918957e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,24,True,0.0017771720886230469,,,3.752729799228706e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,24,True,0.001209259033203125,,,3.752729799228706e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,25,True,0.001409292221069336,,,6.376688387703587e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,25,True,0.0014462471008300781,,,6.376688387703587e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,26,True,0.0014145374298095703,,,5.884708703253249e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,26,True,0.0016567707061767578,,,5.884708703253249e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,27,True,0.0015041828155517578,,,1.2861201056262719e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,27,True,0.0013973712921142578,,,1.2861201056262719e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,28,True,0.0017507076263427734,,,7.713147253625686e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,28,True,0.0012407302856445312,,,7.713147253625686e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,29,True,0.0018486976623535156,,,9.326785392262177e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,29,True,0.0012230873107910156,,,9.326785392262177e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,30,True,0.0013642311096191406,,,1.6067979879457633e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,30,True,0.0015895366668701172,,,1.6067979879457633e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,31,True,0.0013632774353027344,,,6.494592159282407e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,31,True,0.0014162063598632812,,,6.494592159282407e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,32,True,0.0018672943115234375,,,1.3556674271694798e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,32,True,0.001238107681274414,,,1.3556674271694798e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,33,True,0.0018308162689208984,,,1.1351400371981858e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,33,True,0.0012619495391845703,,,1.1351400371981858e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,34,True,0.001331329345703125,,,1.5238887042166573e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,34,True,0.0016040802001953125,,,1.5238887042166573e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,35,True,0.001523733139038086,,,4.063538426251225e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,35,True,0.0015940666198730469,,,4.063538426251225e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,36,True,0.0015325546264648438,,,5.231507989505235e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,36,True,0.0014734268188476562,,,5.231507989505235e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,37,True,0.0013706684112548828,,,7.622909423687516e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,37,True,0.0016016960144042969,,,7.622909423687516e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,38,True,0.0013697147369384766,,,6.670280100045953e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,38,True,0.0013842582702636719,,,6.670280100045953e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,39,True,0.0015954971313476562,,,6.555756537330725e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,39,True,0.0013582706451416016,,,6.555756537330725e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,40,True,0.0013651847839355469,,,1.0349839230007677e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,40,True,0.0014078617095947266,,,1.0349839230007677e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,41,True,0.001463174819946289,,,2.5722232633509395e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,41,True,0.001432180404663086,,,2.5722232633509395e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,42,True,0.0016965866088867188,,,1.0234883629016475e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,42,True,0.0011782646179199219,,,1.0234883629016475e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,43,True,0.0012769699096679688,,,2.1114240347439367e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,43,True,0.0015025138854980469,,,2.1114240347439367e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,44,True,0.001439809799194336,,,1.0167277677804561e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,44,True,0.001180410385131836,,,1.0167277677804561e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,45,True,0.0013339519500732422,,,1.1204417676436263e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,45,True,0.001523733139038086,,,1.1204417676436263e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,46,True,0.0015687942504882812,,,8.278558903619105e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,46,True,0.0019230842590332031,,,8.278558903619105e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,47,True,0.0013475418090820312,,,5.047671963445808e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,47,True,0.0014328956604003906,,,5.047671963445808e-07,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,48,True,0.0012989044189453125,,,1.5604501187853887e-06,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,48,True,0.0013697147369384766,,,1.5604501187853887e-06,,,Success
TwoStage_DL_HKSJ,Log (High Het)_k8,49,True,0.001264810562133789,,,5.447530672951474e-07,,,Success
TwoStage_DL_Normal,Log (High Het)_k8,49,True,0.0014979839324951172,,,5.447530672951474e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,0,True,0.0012669563293457031,,,7.487677681249344e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,0,True,0.0013546943664550781,,,7.487677681249344e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,1,True,0.0012829303741455078,,,9.391889458444e-08,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,1,True,0.001444101333618164,,,9.391889458444e-08,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,2,True,0.0012655258178710938,,,4.0002856730607187e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,2,True,0.001392364501953125,,,4.0002856730607187e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,3,True,0.001312255859375,,,5.917217668221666e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,3,True,0.0015633106231689453,,,5.917217668221666e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,4,True,0.0012781620025634766,,,2.8023750235079824e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,4,True,0.0014526844024658203,,,2.8023750235079824e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,5,True,0.0015876293182373047,,,3.422913190654278e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,5,True,0.0013294219970703125,,,3.422913190654278e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,6,True,0.0015327930450439453,,,1.814377315460417e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,6,True,0.0011925697326660156,,,1.814377315460417e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,7,True,0.001421213150024414,,,9.904593414353214e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,7,True,0.0015287399291992188,,,9.904593414353214e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,8,True,0.0016257762908935547,,,1.170758029939643e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,8,True,0.0017764568328857422,,,1.170758029939643e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,9,True,0.0014505386352539062,,,7.057898111613511e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,9,True,0.0013394355773925781,,,7.057898111613511e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,10,True,0.0018177032470703125,,,3.0287812949988064e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,10,True,0.001188516616821289,,,3.0287812949988064e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,11,True,0.0012803077697753906,,,6.086758527211303e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,11,True,0.0013322830200195312,,,6.086758527211303e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,12,True,0.0013806819915771484,,,2.7854040860251714e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,12,True,0.0012781620025634766,,,2.7854040860251714e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,13,True,0.0013196468353271484,,,2.148311251970461e-07,,,Success
TwoStage_DL_Normal,U-Shaped (Moderate Het)_k8,13,True,0.0015225410461425781,,,2.148311251970461e-07,,,Success
TwoStage_DL_HKSJ,U-Shaped (Moderate Het)_k8,14,True,0.0013420581817626953,,,6.300217772447056e-07,,,Success
