scenario,n_knots,sim_idx,converged,mse,coverage,interval_score,aic,n_params
Linear,3,27,True,0.0023422808216739697,100.0,1.5937899399497462,-601.66301142169,2
Linear,3,28,True,0.0013013227612009115,100.0,1.235105108547219,-660.437402320957,2
Linear,3,29,True,0.005829756358434238,100.0,0.7528424446621308,-510.4780070499139,2
Linear,4,0,True,1.2234898073123697,94.0,308.0407523121194,26.170727310362405,3
Linear,4,1,True,0.007394319516840473,100.0,665.1114760627128,-484.70432064123776,3
Linear,4,2,True,0.012083813443913365,100.0,743.2703047532384,-435.5888453849528,3
Linear,4,3,True,0.009456159878815141,100.0,347.7847542514036,-460.1088910803212,3
Linear,4,4,True,0.0017573929594048602,100.0,494.4743276702463,-628.3923841167037,3
Linear,4,5,True,0.02446953193803238,100.0,733.9540779026647,-365.0326529702637,3
Linear,4,6,True,0.003123301132766221,100.0,722.5555708265877,-570.8864781133033,3
Linear,4,7,True,0.06307820760135441,100.0,847.4733636209032,-270.33799319810106,3
Linear,4,8,True,0.02306846079678577,100.0,1172.081200544601,-370.92889278438713,3
Linear,4,9,True,0.3748508014389369,100.0,932.4196506620084,-92.12271950096428,3
Linear,4,10,True,0.025018499545572104,96.0,940.9532091574916,-362.81397459426114,3
Linear,4,11,True,0.030432333759665826,100.0,1920.6437593449714,-343.2249625287546,3
Linear,4,12,True,0.00204642763466321,100.0,475.8089695368806,-613.165962319295,3
Linear,4,13,True,0.06314741704457671,100.0,636.5871409107303,-270.2283332929083,3
Linear,4,14,True,0.008643039293925238,100.0,750.2751740407326,-469.10009878925433,3
Linear,4,15,True,85.50983769325066,100.0,726.9516147009075,450.8631430063509,3
Linear,4,16,True,0.0028769579571612373,100.0,910.7561181984065,-579.102180794973,3
Linear,4,17,True,0.05945406361371694,100.0,622.9160525183261,-276.25513047125924,3
Linear,4,18,True,0.0004063827211179022,100.0,631.0411034190453,-774.8215179538169,3
Linear,4,19,True,9.295587610331004e-05,100.0,903.9736486684991,-922.3385627900312,3
Linear,4,20,True,0.07454498109109299,100.0,628.065167275428,-253.6352562759423,3
Linear,4,21,True,0.07009102135434259,100.0,829.4107583901962,-259.79605765352335,3
Linear,4,22,True,0.053711860567016316,100.0,570.9113434045037,-286.41214346851166,3
Linear,4,23,True,0.00318818531319506,100.0,519.3837555130949,-568.830339138877,3
Linear,4,24,True,0.0007840565763361463,100.0,1484.214733378162,-709.1029376523476,3
Linear,4,25,True,0.008927328657284574,95.0,419.79408862439413,-465.8638071367103,3
Linear,4,26,True,0.033981262665827836,96.0,1305.1757114977868,-332.1946004340215,3
Linear,4,27,True,0.007130619729180823,100.0,841.6433929918795,-488.3357129794445,3
Linear,4,28,True,0.014666171042872735,100.0,599.3099141050927,-416.22117268343703,3
Linear,4,29,True,0.005853737618732564,100.0,419.7040766921562,-508.06749125688987,3
Linear,5,0,True,3.9452197730409524,93.0,186.63218982040686,145.25046620087332,4
Linear,5,1,True,0.0868785565136244,100.0,380.7688621038041,-236.32440376488054,4
Linear,5,2,True,0.45693719547292644,100.0,475.1433303688552,-70.32093253811807,4
Linear,5,3,True,0.08838578913498316,100.0,231.42817617783888,-234.6044078652826,4
Linear,5,4,True,0.4049581330876992,100.0,336.3471889754492,-82.39715923112718,4
Linear,5,5,True,0.5265325131313643,100.0,443.41399082919764,-56.1442195978841,4
Linear,5,6,True,0.2873410114907308,100.0,457.61704828552786,-116.70855752180701,4
Linear,5,7,True,0.19427428491293816,100.0,530.3465064015726,-155.84842786917616,4
Linear,5,8,True,0.1762057997287011,100.0,774.0771681540884,-165.61026504218717,4
Linear,5,9,True,2.1417677262125725,100.0,704.2527672523626,84.16315283364962,4
Linear,5,10,True,0.4130153670138769,95.0,608.1593167404563,-80.42704784472689,4
Linear,5,11,True,0.11055759643711063,100.0,1244.4609022331103,-212.221865909498,4
Linear,5,12,True,0.2795363236369148,100.0,285.35669630367664,-119.46230354860128,4
Linear,5,13,True,13.54045563237411,100.0,473.19791582798746,268.568191775799,4
Linear,5,14,True,1.6266153988612249,100.0,435.3009404241815,56.65014136067628,4
Linear,5,15,True,150.86431127907773,100.0,536.0060726494735,509.6380832030383,4
Linear,5,16,True,0.06648035946578942,100.0,593.6092814908143,-263.08487213227664,4
Linear,5,17,True,0.6521965389510953,100.0,406.8841013069076,-34.74093223703837,4
Linear,5,18,True,0.5061525115113714,100.0,349.9911258017955,-60.091724895942434,4
Linear,5,19,True,7.308263018687843,100.0,521.8251384877027,206.9005628383695,4
Linear,5,20,True,0.20237127347586586,100.0,425.55118649772686,-151.76512811088324,4
Linear,5,21,True,2.6072599245943997,100.0,551.4983935701757,103.82998325492497,4
Linear,5,22,True,2.428604464505243,100.0,429.4352856186246,96.73167979399531,4
Linear,5,23,True,0.169841340888616,100.0,350.66668338266936,-169.28905666076093,4
Linear,5,24,True,32.64718940863438,100.0,999.7933570050941,356.5758769586335,4
Linear,5,25,True,0.19533268198058218,95.0,270.5524479171495,-155.30511126491922,4
Linear,5,26,True,0.060287378478695273,95.0,872.6643981889215,-272.8632509285611,4
Linear,5,27,True,0.17960445646131235,100.0,510.0000931794589,-163.69983101629043,4
Linear,5,28,True,0.7655611289663843,100.0,364.9482276928154,-18.714621211981488,4
Linear,5,29,True,0.028883041769925195,100.0,274.2147689692714,-346.4500646060348,4
Linear,7,0,True,42.312685750853554,53.0,,386.5086940638717,6
Linear,7,1,True,0.3408706818821258,43.0,,-95.62521056424931,6
Linear,7,2,True,679.1928009011085,100.0,13258.401888653123,664.090503556097,6
Linear,7,3,True,0.4568767831866586,85.0,,-66.33415454779765,6
Linear,7,4,False,,,,,6
Linear,7,5,True,3.8709118189781795,11.0,,147.3490091428574,6
Linear,7,6,False,,,,,6
Linear,7,7,False,,,,,6
Linear,7,8,True,3.84324392162487,100.0,13418.20767668326,146.63167812377006,6
Linear,7,9,True,0.038769003305135705,100.0,223.47942700576758,-313.0134235518953,6
Linear,7,10,True,0.06129707675774156,99.0,,-267.2023124652723,6
Linear,7,11,True,32.860797625495834,0.0,,361.2280385762361,6
Linear,7,12,True,0.12034257664294228,100.0,6.379471333221139,-199.74127980601494,6
Linear,7,13,True,364.0929681106569,100.0,inf,601.7409241923361,6
Linear,7,14,False,,,,,6
Linear,7,15,True,4982.527443917265,41.0,,863.369256013345,6
Linear,7,16,True,313.370389730623,100.0,2909.499719693225,586.7385844700908,6
Linear,7,17,False,,,,,6
Linear,7,18,True,0.9308433262520341,100.0,36.36003029946141,4.83356986897736,6
Linear,7,19,False,,,,,6
Linear,7,20,False,,,,,6
Linear,7,21,True,0.017673542329670004,100.0,1699.8413701583383,-391.5686541340427,6
Linear,7,22,False,,,,,6
Linear,7,23,False,,,,,6
Linear,7,24,False,,,,,6
Linear,7,25,False,,,,,6
Linear,7,26,True,1577.8432871733414,100.0,inf,748.3814185430641,6
Linear,7,27,True,0.14486951457093952,57.99999999999999,,-181.1921841224972,6
Linear,7,28,True,0.21824214145000786,100.0,378.2511138619089,-140.2150092012608,6
Linear,7,29,True,0.11229257670007987,100.0,123.9929431023358,-206.66475218261624,6
Quadratic,3,0,True,0.02754791622348023,71.0,1.055641133129822,-355.18283824150893,2
Quadratic,3,1,True,0.013492366456432299,100.0,1.435043795092003,-426.5631201135259,2
Quadratic,3,2,True,0.01556222735548366,100.0,1.4881136660252066,-412.2908624237027,2
Quadratic,3,3,True,0.016422124138328924,100.0,0.7613570589744579,-406.9125820454294,2
Quadratic,3,4,True,0.016064534269326514,100.0,1.1793365830460685,-409.11412772281636,2
Quadratic,3,5,True,0.023481069126828156,100.0,1.4142363414009906,-371.1560751548291,2
Quadratic,3,6,True,0.010824389308220127,100.0,1.3920235265115541,-448.5953421629989,2
Quadratic,3,7,True,0.018671228970549923,100.0,1.676544955746145,-394.07714976415417,2
Quadratic,3,8,True,0.01491606988008371,100.0,1.972138467355354,-416.5316131768806,2
Quadratic,3,9,True,0.035746160751074035,100.0,2.166437765904667,-329.13124071873574,2
Quadratic,3,10,True,0.04341043640497315,94.0,2.0290011347342753,-309.7055396623421,2
Quadratic,3,11,True,0.018405976331224927,100.0,3.4299632563693376,-395.5079866493446,2
Quadratic,3,12,True,0.019604064141843992,100.0,1.0386269119573357,-389.2018380064858,2
Quadratic,3,13,True,0.03646678217310859,100.0,1.4740117728194055,-327.13535102146784,2
Quadratic,3,14,True,0.016255390354708233,100.0,1.4424517911515289,-407.93307110754694,2
Quadratic,3,15,True,0.014560590909524398,100.0,1.571384705213376,-418.9436652591766,2
Quadratic,3,16,True,0.018285545484491586,100.0,1.7676991193274965,-396.16443954773086,2
Quadratic,3,17,True,0.049490135177204575,100.0,1.2190455747349866,-296.5981918617656,2
Quadratic,3,18,True,0.014038737386348896,100.0,1.1638933786381427,-422.5934814175624,2
Quadratic,3,19,True,0.012018741046913663,100.0,1.7697874919633898,-438.12880935540426,2
Quadratic,3,20,True,0.02005853031134703,100.0,1.345304397701836,-386.91007637710646,2
Quadratic,3,21,True,0.010695320117547756,100.0,1.5013588762977803,-449.794900538119,2
Quadratic,3,22,True,0.03600217012005795,100.0,1.6977453895446166,-328.41760612301397,2
Quadratic,3,23,True,0.015085396755210258,100.0,1.1680591123916653,-415.4028105410373,2
Quadratic,3,24,True,0.014590663552603527,100.0,2.931750514508144,-418.7373437522507,2
Quadratic,3,25,True,0.01976313673802626,93.0,0.9426379601939654,-388.3936857457614,2
Quadratic,3,26,True,0.07789451278103067,94.0,2.80421735408311,-251.23997678542952,2
Quadratic,3,27,True,0.024233834501426414,100.0,1.631305753439134,-368.00055023854287,2
Quadratic,3,28,True,0.012677257296785165,100.0,1.273198123844371,-432.7945654884969,2
Quadratic,3,29,True,0.016080985998265913,94.0,0.8604766240487529,-409.01176988110876,2
Quadratic,4,0,True,1.1215513413123381,94.0,304.82896056274114,17.471285307638123,3
Quadratic,4,1,True,0.010531192772244286,100.0,659.0473810357256,-449.34136855338295,3
Quadratic,4,2,True,0.016118606798543482,100.0,755.2201081869968,-406.77809725280355,3
Quadratic,4,3,True,0.017170941276223414,100.0,343.8887427775436,-400.45367845955536,3
Quadratic,4,4,True,0.0026944773574676473,100.0,491.1960571136717,-585.6551023866837,3
Quadratic,4,5,True,0.015467128652707869,100.0,734.5335070058347,-410.9038239076984,3
Quadratic,4,6,True,0.0058113079335931185,100.0,724.5935604970764,-508.79496157954713,3
Quadratic,4,7,True,0.05632204680848416,100.0,853.236024542693,-281.6669225312535,3
Quadratic,4,8,True,0.019323951228425996,100.0,1162.5426442218366,-388.6409956179211,3
Quadratic,4,9,True,0.36731481614662775,100.0,926.1839432221462,-94.15359889721731,3
Quadratic,4,10,True,0.02104457861096038,96.0,934.8067775312823,-380.1112300197876,3
Quadratic,4,11,True,0.021123384119714483,100.0,1904.9206402421698,-379.73746000389764,3
Quadratic,4,12,True,0.0004971641873776192,100.0,481.10370772353906,-754.6590229526852,3
Quadratic,4,13,True,0.05098619700032254,100.0,642.1216657775843,-291.62003299418336,3
Quadratic,4,14,True,0.010168810344965766,100.0,740.390189352804,-452.84300526601874,3
Quadratic,4,15,True,72.53009480499144,100.0,736.1719761017958,434.4001576488646,3
Quadratic,4,16,True,0.004834020423565855,100.0,918.6657841281559,-527.2076771727178,3
Quadratic,4,17,True,0.04810215119511371,100.0,626.6083039626585,-297.4428379479345,3
Quadratic,4,18,True,0.00013112100528454696,100.0,635.1274506470502,-887.938995665337,3
Quadratic,4,19,True,0.00051284566626645,100.0,907.4651944834249,-751.5535603541089,3
Quadratic,4,20,True,0.07276577325736687,100.0,620.5197919931005,-256.0509581897157,3
Quadratic,4,21,True,0.0686598244684523,100.0,837.8787072809583,-261.85910474887413,3
Quadratic,4,22,True,0.06146710597174544,100.0,568.9290557160541,-272.9253109507543,3
Quadratic,4,23,True,0.0023486421970154744,100.0,521.5461362252137,-599.3917906314225,3
Quadratic,4,24,True,0.0027001951120295036,100.0,1489.0328762522531,-585.4431244868119,3
Quadratic,4,25,True,0.01159979969664195,95.0,425.4323506767138,-439.676744854977,3
Quadratic,4,26,True,0.03113794663674994,96.0,1302.3339952940937,-340.93280544822625,3
Quadratic,4,27,True,0.004532282787644223,100.0,843.6169470545225,-533.6529539783301,3
Quadratic,4,28,True,0.01168511303284169,100.0,597.1673808681732,-438.94396377097587,3
Quadratic,4,29,True,0.006911746906409524,100.0,409.65165722278056,-491.4532864700333,3
Quadratic,5,0,True,3.8083518409836166,93.0,186.59449058574017,141.71965078772297,4
Quadratic,5,1,True,0.08751096440827907,100.0,380.4516929856482,-235.59911859457108,4
Quadratic,5,2,True,0.4652395484971592,100.0,475.82338219175654,-68.52028479847318,4
Quadratic,5,3,True,0.09202186885298831,100.0,231.11971252527252,-230.572902525665,4
Quadratic,5,4,True,0.3737115072355232,100.0,336.1331528063147,-90.427115025533,4
Quadratic,5,5,True,0.5385966604114194,100.0,443.4819495246544,-53.8788299122526,4
Quadratic,5,6,True,0.2820711717527649,100.0,457.42585361815986,-118.55958577850252,4
Quadratic,5,7,True,0.1938245820089216,100.0,530.6549367822377,-156.08017454179586,4
Quadratic,5,8,True,0.1732168579226611,100.0,774.0574947737238,-167.32109554732847,4
Quadratic,5,9,True,2.1503028433683458,100.0,704.3536028491818,84.56086896007281,4
Quadratic,5,10,True,0.4034261937519765,96.0,607.641625977369,-82.77617231159645,4
Quadratic,5,11,True,0.10942241598282326,100.0,1243.9442473463,-213.25395106887044,4
Quadratic,5,12,True,0.2866167434883052,100.0,285.44467733377815,-116.96093441908648,4
Quadratic,5,13,True,13.60965104857824,100.0,472.9218241923695,269.0779176994361,4
Quadratic,5,14,True,1.6504160528944751,100.0,434.584271586833,58.10274093965755,4
Quadratic,5,15,True,149.76879804548463,100.0,535.7851742165326,508.9092758636484,4
Quadratic,5,16,True,0.06934977237361284,100.0,593.6454131380457,-258.85924145105645,4
Quadratic,5,17,True,0.6367099629047411,100.0,407.1241350023479,-37.1441044359356,4
Quadratic,5,18,True,0.49795310342355603,100.0,350.0298436408081,-61.7249376223958,4
Quadratic,5,19,True,7.300862033465138,100.0,521.5774843629949,206.7992427958697,4
Quadratic,5,20,True,0.20654458539979903,100.0,425.3044399188018,-149.72389799598557,4
Quadratic,5,21,True,2.5561316703297208,100.0,551.3891921329973,101.84950494019826,4
Quadratic,5,22,True,2.382209215991844,100.0,429.3461301642385,94.80282991465613,4
Quadratic,5,23,True,0.16917315636674657,100.0,350.6201266515458,-169.68324947110432,4
Quadratic,5,24,True,33.081195313823265,100.0,999.9369536448082,357.89650035360233,4
Quadratic,5,25,True,0.19088655032326618,95.0,270.5376682131016,-157.60760047750455,4
Quadratic,5,26,True,0.06205622865789848,95.0,872.8544539153976,-269.9714391097853,4
Quadratic,5,27,True,0.17027836961650633,100.0,509.80876182858793,-169.0320712789034,4
Quadratic,5,28,True,0.7609107064983389,100.0,365.16991835607945,-19.32392650636698,4
Quadratic,5,29,True,0.02903983309812731,100.0,273.81328053257977,-345.90868363517234,4
Quadratic,7,0,True,45.53625015787305,48.0,,393.85087155209766,6
Quadratic,7,1,True,0.3010752619848327,43.0,,-108.03950056712864,6
Quadratic,7,2,True,667.264767299346,100.0,13277.271902196,662.3186919623616,6
Quadratic,7,3,True,0.5506401123365778,85.0,,-47.66738368811203,6
Quadratic,7,4,False,,,,,6
Quadratic,7,5,True,3.4278943585512684,11.0,,135.19461830352554,6
Quadratic,7,6,False,,,,,6
Quadratic,7,7,False,,,,,6
Quadratic,7,8,True,3.963127073326634,100.0,13418.374687587453,149.70333786265113,6
Quadratic,7,9,True,0.03925448081670642,56.00000000000001,,-311.7689680334388,6
Quadratic,7,10,True,0.06025551368327294,99.0,,-268.9161197383151,6
Quadratic,7,11,True,17.405361715373598,0.0,,297.67783033153995,6
Quadratic,7,12,True,0.12196975071348463,100.0,6.365358441834028,-198.39822099637541,6
Quadratic,7,13,True,456.5242718857085,100.0,inf,624.3641868141199,6
Quadratic,7,14,False,,,,,6
Quadratic,7,15,True,5283.081025079666,41.0,,869.226473399156,6
Quadratic,7,16,True,310.2186130991584,100.0,2904.151776005254,585.7277252485684,6
Quadratic,7,17,False,,,,,6
Quadratic,7,18,True,0.9381758942917058,100.0,36.387352403213974,5.618217301115432,6
Quadratic,7,19,False,,,,,6
Quadratic,7,20,False,,,,,6
Quadratic,7,21,True,0.017473970637566227,100.0,1699.8883022484015,-392.7042897457525,6
Quadratic,7,22,False,,,,,6
Quadratic,7,23,False,,,,,6
Quadratic,7,24,False,,,,,6
Quadratic,7,25,False,,,,,6
Quadratic,7,26,True,1570.926358822843,100.0,inf,747.9420761805469,6
Quadratic,7,27,True,0.1402881764865841,57.99999999999999,,-184.40565685069782,6
Quadratic,7,28,True,0.22377630761221895,100.0,377.84909547471835,-137.71083528181475,6
Quadratic,7,29,True,0.11695599653927208,100.0,120.6684161161971,-202.59575128818943,6
U-Shaped,3,0,True,0.10519985586748494,81.0,1.3228057902974228,-221.18933487604076,2
U-Shaped,3,1,True,0.055810104529290125,100.0,1.4573758522645053,-284.58003412344334,2
U-Shaped,3,2,True,0.08443922908889728,99.0,1.6009086571620792,-243.17231857346303,2
U-Shaped,3,3,True,0.07093415637288579,98.0,0.9311545206501924,-260.6003207248862,2
U-Shaped,3,4,True,0.0703439237217124,100.0,1.4449533682066553,-261.43588712669873,2
U-Shaped,3,5,True,0.06372010077575337,100.0,1.8159703561753906,-271.32552124011545,2
U-Shaped,3,6,True,0.04237271768342305,99.0,1.424751317465735,-312.12505747102404,2
U-Shaped,3,7,True,0.08237492083229773,100.0,2.210104365220497,-245.64742472245987,2
U-Shaped,3,8,True,0.0416922687338065,100.0,2.156896475719638,-313.74395694334595,2
U-Shaped,3,9,True,0.06215790376747753,100.0,2.3694798797636,-273.8077296665812,2
U-Shaped,3,10,True,0.0633343703656363,100.0,1.9479879682061778,-271.9327121429559,2
U-Shaped,3,11,True,0.07992658808242184,100.0,4.107060423649696,-248.66467145755533,2
U-Shaped,3,12,True,0.0719527227961601,100.0,0.991208537876818,-259.1746003471663,2
U-Shaped,3,13,True,0.05968219132337265,100.0,1.455099250651001,-277.8721605875786,2
U-Shaped,3,14,True,0.07817659579671311,100.0,1.7628786547000892,-250.8784962713055,2
U-Shaped,3,15,True,0.05659655448258045,100.0,1.3345780243181438,-283.180717049202,2
U-Shaped,3,16,True,0.04870382465961254,100.0,1.5860953614891724,-298.19977168723324,2
U-Shaped,3,17,True,0.050780009044499114,100.0,1.1553666555446847,-294.0252524594177,2
U-Shaped,3,18,True,0.06561051879895682,100.0,1.2429347620444338,-268.40192483413136,2
U-Shaped,3,19,True,0.04507238186150282,100.0,1.5955469827129118,-305.9485595628445,2
U-Shaped,3,20,True,0.043960416081642195,100.0,1.6848854410910792,-308.4465684486,2
U-Shaped,3,21,True,0.06977515890862156,100.0,1.753835954141462,-262.2477222118825,2
U-Shaped,3,22,True,0.11425106580839742,100.0,1.6675577856502775,-212.93569205126272,2
U-Shaped,3,23,True,0.05377140090844757,97.0,1.3571368282022156,-288.3013534781371,2
U-Shaped,3,24,True,0.04848550274588888,100.0,3.0176353868677914,-298.6490438177832,2
U-Shaped,3,25,True,0.08300381088057629,92.0,1.1641197661069582,-244.88687580157543,2
U-Shaped,3,26,True,0.07325561217622395,100.0,2.70976868679612,-257.38004172796144,2
U-Shaped,3,27,True,0.05911290571183061,100.0,1.6731880489712643,-278.8306007650953,2
U-Shaped,3,28,True,0.062045727269217615,99.0,1.4650583590931936,-273.98836291832237,2
U-Shaped,3,29,True,0.04770652479838425,91.0,0.9676950956297294,-300.2687102216413,2
U-Shaped,4,0,True,1.440976052869685,94.0,317.56045190753014,42.53206984682534,3
U-Shaped,4,1,True,0.0035689674972917383,100.0,680.2906686764708,-557.5478941466622,3
U-Shaped,4,2,True,0.007205490223290751,100.0,721.1349153286076,-487.29120125265877,3
U-Shaped,4,3,True,0.0014843254291156292,100.0,360.8193369495537,-645.2794866421,3
U-Shaped,4,4,True,0.001433040121444657,100.0,504.20639116455624,-648.7957132311258,3
U-Shaped,4,5,True,0.04964101417056687,100.0,734.8702590430647,-294.2937888343414,3
U-Shaped,4,6,True,0.0008209608115484712,100.0,723.5060491202371,-704.5035182235162,3
U-Shaped,4,7,True,0.07836960334280986,100.0,839.0992214118995,-248.6319139269845,3
U-Shaped,4,8,True,0.0328840171896918,100.0,1196.7914090741356,-335.4768538955135,3
U-Shaped,4,9,True,0.390919643329396,100.0,948.1419684516055,-87.92532558996294,3
U-Shaped,4,10,True,0.037675324771618446,96.0,957.8043572662959,-321.8749914158533,3
U-Shaped,4,11,True,0.05792392132957243,100.0,1957.1009272214887,-278.86248306830515,3
U-Shaped,4,12,True,0.010600151644901768,100.0,467.5383600328156,-448.6886971843639,3
U-Shaped,4,13,True,0.09232325708365505,100.0,628.5774202443879,-232.24591964758048,3
U-Shaped,4,14,True,0.006589742477037087,100.0,775.5536368690451,-496.22410090708723,3
U-Shaped,4,15,True,114.6570698276629,100.0,713.7915820040943,480.19456718393985,3
U-Shaped,4,16,True,0.0027551686317388076,100.0,900.6667198541793,-583.4276628907894,3
U-Shaped,4,17,True,0.08720168311279011,100.0,619.4981051811658,-237.95316465012993,3
U-Shaped,4,18,True,0.00436879481881004,100.0,627.2406925441818,-537.3268093079689,3
U-Shaped,4,19,True,0.0008059327228277034,100.0,905.2939767241404,-706.3510289378589,3
U-Shaped,4,20,True,0.07880927975771401,100.0,644.5029824487472,-248.07245256291046,3
U-Shaped,4,21,True,0.07439990055379525,100.0,818.2216983286712,-253.83006737865213,3
U-Shaped,4,22,True,0.04014505733909016,100.0,575.6114742928133,-315.5255951046842,3
U-Shaped,4,23,True,0.0064685911117197395,100.0,517.7452681403862,-498.0796951257617,3
U-Shaped,4,24,True,0.0011432862681948384,100.0,1477.7096053464118,-671.3848472163859,3
U-Shaped,4,25,True,0.008494359532987612,95.0,413.08672286323446,-470.8352920109812,3
U-Shaped,4,26,True,0.0448499879942114,96.0,1312.4401600076928,-304.4431958164962,3
U-Shaped,4,27,True,0.015356776359073556,100.0,840.9402883784555,-411.6198445745065,3
U-Shaped,4,28,True,0.02272645639291099,100.0,607.7109774196615,-372.422555327527,3
U-Shaped,4,29,True,0.005473627273892656,100.0,447.469051331818,-514.78137609463,3
U-Shaped,5,0,True,4.2319833162550955,93.0,186.75988877075378,152.26707522644597,4
U-Shaped,5,1,True,0.08572324626787635,100.0,381.43043386559674,-237.66312384933164,4
U-Shaped,5,2,True,0.4405785360158799,100.0,473.8045229256371,-73.96665611525913,4
U-Shaped,5,3,True,0.08136910471610717,100.0,232.070612379808,-242.8759626962745,4
U-Shaped,5,4,True,0.47157805857019414,100.0,336.83828225453516,-67.16706369097605,4
U-Shaped,5,5,True,0.5028624311935291,100.0,443.29485053552,-60.743864292256546,4
U-Shaped,5,6,True,0.29805705273942495,100.0,458.0257781169784,-113.04703586556344,4
U-Shaped,5,7,True,0.19526129509516782,100.0,529.7471890881006,-155.34166425364867,4
U-Shaped,5,8,True,0.1822826663563265,100.0,774.1429475427957,-162.21966848882698,4
U-Shaped,5,9,True,2.124832904325077,100.0,704.0836900647977,83.36931660258361,4
U-Shaped,5,10,True,0.43256896944566026,95.0,609.2521690285107,-75.80134983973197,4
U-Shaped,5,11,True,0.11287503344922552,100.0,1245.5141509953855,-210.1473970906378,4
U-Shaped,5,12,True,0.26567972698459297,100.0,285.20681367825074,-124.5463729524107,4
U-Shaped,5,13,True,13.402824498807426,100.0,473.784701949239,267.5465468238238,4
U-Shaped,5,14,True,1.5795846564046383,100.0,436.77400533254934,53.716193678773706,4
U-Shaped,5,15,True,153.06918495949384,100.0,536.4625797458937,511.08900084634115,4
U-Shaped,5,16,True,0.060971646627342606,100.0,593.5649089157126,-271.7346332254021,4
U-Shaped,5,17,True,0.683783114828912,100.0,406.46778544323234,-30.011449522467736,4
U-Shaped,5,18,True,0.5228057123089715,100.0,349.98481024727795,-56.854537091653015,4
U-Shaped,5,19,True,7.323128842927113,100.0,522.3518680620261,207.1037674206159,4
U-Shaped,5,20,True,0.19417238426128974,100.0,426.07630110265666,-155.90089358046802,4
U-Shaped,5,21,True,2.7111982090241407,100.0,551.7452498562913,107.73906807262951,4
U-Shaped,5,22,True,2.522949561095229,100.0,429.6209580567616,100.54286778202541,4
U-Shaped,5,23,True,0.17125134149096233,100.0,350.7834776130897,-168.46229683466166,4
U-Shaped,5,24,True,31.788005150899885,100.0,999.5205271346886,353.908902211705,4
U-Shaped,5,25,True,0.20445177980101506,95.0,270.60136583507403,-150.7423126897491,4
U-Shaped,5,26,True,0.05704065215033624,95.0,872.3561249012992,-278.3991069730792,4
U-Shaped,5,27,True,0.19908224080186218,100.0,510.42296685042623,-153.40372692692034,4
U-Shaped,5,28,True,0.7750101019112862,100.0,364.5906748232785,-17.48792149895011,4
U-Shaped,5,29,True,0.02860284369361115,100.0,275.06307137540034,-347.4249136252606,4
U-Shaped,7,0,True,72.98162557384757,16.0,,441.02077049976634,6
U-Shaped,7,1,True,0.06697692440050333,43.0,,-258.3407130847368,6
U-Shaped,7,2,True,703.117755284941,100.0,13217.813909272129,667.5524381744953,6
U-Shaped,7,3,True,0.5944904900429451,85.0,,-40.005055954283804,6
U-Shaped,7,4,False,,,,,6
U-Shaped,7,5,True,0.5787959671374211,99.0,,-42.680525187620546,6
U-Shaped,7,6,False,,,,,6
U-Shaped,7,7,False,,,,,6
