method,scenario,iteration,converged,time_sec,n_iter,objective,tau2,n_params,init_val_idx,message
OneStage_RCS,1_linear_low_het,13,True,0.18494892120361328,,,0.00999999619427693,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,14,True,0.0025725364685058594,,,7.82971049663461e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,14,True,0.0014462471008300781,,,,,,Success
OneStage_RCS,1_linear_low_het,14,True,0.2987852096557617,,,0.009999999999999206,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,15,True,0.0022401809692382812,,,5.31987874826911e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,15,True,0.0013885498046875,,,,,,Success
OneStage_RCS,1_linear_low_het,15,True,0.20365428924560547,,,0.010000000000000014,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,16,True,0.0021326541900634766,,,7.390116944788471e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,16,True,0.0013265609741210938,,,,,,Success
OneStage_RCS,1_linear_low_het,16,True,0.10659456253051758,,,0.01063780883603326,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,17,True,0.002170085906982422,,,5.526693611709236e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,17,True,0.001375436782836914,,,,,,Success
OneStage_RCS,1_linear_low_het,17,True,0.23716473579406738,,,0.009999996413831846,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,18,True,0.0022056102752685547,,,7.156807561877906e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,18,True,0.0013225078582763672,,,,,,Success
OneStage_RCS,1_linear_low_het,18,True,0.16574335098266602,,,0.010042315319221954,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,19,True,0.002199888229370117,,,8.947640485497304e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,19,True,0.0012993812561035156,,,,,,Success
OneStage_RCS,1_linear_low_het,19,True,0.1991117000579834,,,0.01000000000000146,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,20,True,0.0025670528411865234,,,5.781261252546105e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,20,True,0.0014696121215820312,,,,,,Success
OneStage_RCS,1_linear_low_het,20,True,0.21767735481262207,,,0.009999999999999978,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,21,True,0.0022590160369873047,,,7.312507583321054e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,21,True,0.0015716552734375,,,,,,Success
OneStage_RCS,1_linear_low_het,21,True,0.315096378326416,,,0.009999998268734047,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,22,True,0.002164602279663086,,,6.265783292510782e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,22,True,0.0015137195587158203,,,,,,Success
OneStage_RCS,1_linear_low_het,22,True,0.21227264404296875,,,0.00999999668064397,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,23,True,0.002353668212890625,,,4.095639121023702e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,23,True,0.001514434814453125,,,,,,Success
OneStage_RCS,1_linear_low_het,23,True,0.3043327331542969,,,0.0099999933145046,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,24,True,0.0026464462280273438,,,1.8210037736530682e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,24,True,0.0016448497772216797,,,,,,Success
OneStage_RCS,1_linear_low_het,24,True,0.2582526206970215,,,0.019440546712357384,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,25,True,0.00225067138671875,,,2.0562418051195075e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,25,True,0.0014452934265136719,,,,,,Success
OneStage_RCS,1_linear_low_het,25,True,0.08933472633361816,,,0.00999999999999996,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,26,True,0.0022661685943603516,,,1.2664451673949798e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,26,True,0.0014145374298095703,,,,,,Success
OneStage_RCS,1_linear_low_het,26,True,0.20373272895812988,,,0.013608612738282115,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,27,True,0.002298116683959961,,,9.393952980583876e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,27,True,0.0015299320220947266,,,,,,Success
OneStage_RCS,1_linear_low_het,27,True,0.1741478443145752,,,0.010000001242620692,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,28,True,0.0022020339965820312,,,6.065405993544131e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,28,True,0.0015366077423095703,,,,,,Success
OneStage_RCS,1_linear_low_het,28,True,0.1532447338104248,,,0.009999999999999986,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,29,True,0.00258636474609375,,,1.7483394428043423e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,29,True,0.0012226104736328125,,,,,,Success
OneStage_RCS,1_linear_low_het,29,True,0.10517263412475586,,,0.009999992753832983,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,30,True,0.002118349075317383,,,5.4631983738212157e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,30,True,0.0012841224670410156,,,,,,Success
OneStage_RCS,1_linear_low_het,30,True,0.25379443168640137,,,0.009999994435097966,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,31,True,0.002244710922241211,,,2.0598349453971155e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,31,True,0.001344919204711914,,,,,,Success
OneStage_RCS,1_linear_low_het,31,True,0.0735783576965332,,,0.009999999999999934,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,32,True,0.0021982192993164062,,,2.7430256227136603e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,32,True,0.0012602806091308594,,,,,,Success
OneStage_RCS,1_linear_low_het,32,True,0.1577777862548828,,,0.009999990156329871,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,33,True,0.002190828323364258,,,1.2147890119709994e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,33,True,0.0013346672058105469,,,,,,Success
OneStage_RCS,1_linear_low_het,33,True,0.25187063217163086,,,0.013731362594317554,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,34,True,0.002223968505859375,,,2.757910620643106e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,34,True,0.001279592514038086,,,,,,Success
OneStage_RCS,1_linear_low_het,34,True,0.16840887069702148,,,0.009999990046816249,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,35,True,0.0021772384643554688,,,1.0149872122496153e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,35,True,0.0013110637664794922,,,,,,Success
OneStage_RCS,1_linear_low_het,35,True,0.18925714492797852,,,0.010000000000000014,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,36,True,0.0023009777069091797,,,4.486264181840549e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,36,True,0.0014467239379882812,,,,,,Success
OneStage_RCS,1_linear_low_het,36,True,0.13386774063110352,,,0.009999999421761675,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,37,True,0.0022928714752197266,,,1.960252427819018e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,37,True,0.0016901493072509766,,,,,,Success
OneStage_RCS,1_linear_low_het,37,True,0.08533167839050293,,,0.009999999999999969,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,38,True,0.002165555953979492,,,4.885707443684623e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,38,True,0.0013802051544189453,,,,,,Success
OneStage_RCS,1_linear_low_het,38,True,0.15723228454589844,,,0.009999998087194416,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,39,True,0.002310037612915039,,,1.155122304023257e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,39,True,0.0013191699981689453,,,,,,Success
OneStage_RCS,1_linear_low_het,39,True,0.1092367172241211,,,0.013886409473254051,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,40,True,0.0021278858184814453,,,4.021482154544211e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,40,True,0.0012555122375488281,,,,,,Success
OneStage_RCS,1_linear_low_het,40,True,0.250751256942749,,,0.009999999999999978,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,41,True,0.002213716506958008,,,1.452627798673916e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,41,True,0.0013003349304199219,,,,,,Success
OneStage_RCS,1_linear_low_het,41,True,0.23811101913452148,,,0.01528998467790391,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,42,True,0.0021729469299316406,,,8.962043656816413e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,42,True,0.0013964176177978516,,,,,,Success
OneStage_RCS,1_linear_low_het,42,True,0.17811298370361328,,,0.011645690125423493,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,43,True,0.002195596694946289,,,8.22980739063928e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,43,True,0.001425027847290039,,,,,,Success
OneStage_RCS,1_linear_low_het,43,True,0.14515972137451172,,,0.010045850487045784,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,44,True,0.0034360885620117188,,,4.2946395390953155e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,44,True,0.0015163421630859375,,,,,,Success
OneStage_RCS,1_linear_low_het,44,True,0.07351827621459961,,,0.009999999999999969,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,45,True,0.0021131038665771484,,,5.1137295954008465e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,45,True,0.0013153553009033203,,,,,,Success
OneStage_RCS,1_linear_low_het,45,True,0.10984683036804199,,,0.009999995372621227,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,46,True,0.0020966529846191406,,,4.3873575355802655e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,46,True,0.0012867450714111328,,,,,,Success
OneStage_RCS,1_linear_low_het,46,True,0.08189082145690918,,,0.009999999999999978,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,47,True,0.0021104812622070312,,,1.4617839647621474e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,47,True,0.0013871192932128906,,,,,,Success
OneStage_RCS,1_linear_low_het,47,True,0.23498153686523438,,,0.01562046983681793,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,48,True,0.0026199817657470703,,,1.445963862924078e-07,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,48,True,0.0015981197357177734,,,,,,Success
OneStage_RCS,1_linear_low_het,48,True,0.24012541770935059,,,0.01632469476034672,,,Success
TwoStage_RCS_DL_HKSJ,1_linear_low_het,49,True,0.0024514198303222656,,,8.454016434261008e-08,,,Success
TwoStage_RCS_Fixed,1_linear_low_het,49,True,0.0018725395202636719,,,,,,Success
OneStage_RCS,1_linear_low_het,49,True,0.12134218215942383,,,0.009999999999999995,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,0,True,0.002638101577758789,,,1.451014014657193e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,0,True,0.0017752647399902344,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,0,True,0.13045930862426758,,,0.01515975854951577,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,1,True,0.002378225326538086,,,3.795547240447751e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,1,True,0.0012216567993164062,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,1,True,0.09607958793640137,,,0.04244276848058505,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,2,True,0.00257110595703125,,,3.707068071263127e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,2,True,0.0014462471008300781,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,2,True,0.20099449157714844,,,0.0471063615816132,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,3,True,0.0024962425231933594,,,1.5161067543244212e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,3,True,0.0012483596801757812,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,3,True,0.1838970184326172,,,0.020396637600241973,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,4,True,0.002378702163696289,,,2.6920680724535286e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,4,True,0.0014870166778564453,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,4,True,0.21973228454589844,,,0.03138479449875057,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,5,True,0.0035386085510253906,,,4.0218658186186123e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,5,True,0.002054452896118164,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,5,True,0.21128392219543457,,,0.03710381883024768,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,6,True,0.0021643638610839844,,,3.543709249626002e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,6,True,0.001310586929321289,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,6,True,0.1792163848876953,,,0.047205929913102775,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,7,True,0.0023775100708007812,,,4.3059997752153944e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,7,True,0.0011796951293945312,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,7,True,0.3978109359741211,,,0.06583208149387729,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,8,True,0.0021517276763916016,,,5.79486725038869e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,8,True,0.0013692378997802734,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,8,True,0.21539735794067383,,,0.060454210313822185,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,9,True,0.0023403167724609375,,,4.632578759230012e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,9,True,0.0013780593872070312,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,9,True,0.25254154205322266,,,0.057975397929441265,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,10,True,0.002466917037963867,,,5.014904883098781e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,10,True,0.0013699531555175781,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,10,True,0.10293722152709961,,,0.05456629028231466,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,11,True,0.0024459362030029297,,,8.589180876384116e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,11,True,0.0013570785522460938,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,11,True,0.17267680168151855,,,0.11273061796002236,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,12,True,0.0022008419036865234,,,2.457073453788889e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,12,True,0.0014081001281738281,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,12,True,0.19629383087158203,,,0.02440044406672499,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,13,True,0.0021295547485351562,,,3.384668859150594e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,13,True,0.001355886459350586,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,13,True,0.31444764137268066,,,0.03546887452541851,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,14,True,0.0021822452545166016,,,4.086671178075844e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,14,True,0.0013518333435058594,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,14,True,0.28456616401672363,,,0.042911007476283645,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,15,True,0.002321004867553711,,,3.548687349848091e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,15,True,0.0014247894287109375,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,15,True,0.2568542957305908,,,0.05086978896244236,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,16,True,0.0021715164184570312,,,4.3300125049062595e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,16,True,0.0013804435729980469,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,16,True,0.11373543739318848,,,0.05506828098083274,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,17,True,0.0021016597747802734,,,2.852043077542986e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,17,True,0.0013272762298583984,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,17,True,0.1814110279083252,,,0.03135959106743441,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,18,True,0.0021860599517822266,,,3.1625089126050127e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,18,True,0.0012831687927246094,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,18,True,0.27150607109069824,,,0.04277958409485961,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,19,True,0.002157926559448242,,,4.761430273470842e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,19,True,0.0013718605041503906,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,19,True,0.30381035804748535,,,0.050727135009353705,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,20,True,0.0022182464599609375,,,3.5442451637197573e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,20,True,0.0013802051544189453,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,20,True,0.20544862747192383,,,0.03684478149267147,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,21,True,0.0021448135375976562,,,3.916714905634478e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,21,True,0.0013897418975830078,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,21,True,0.32825446128845215,,,0.04313886581162203,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,22,True,0.0022585391998291016,,,3.309520434279954e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,22,True,0.0014545917510986328,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,22,True,0.2119443416595459,,,0.037704950144370385,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,23,True,0.002134561538696289,,,2.804699530902314e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,23,True,0.0013022422790527344,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,23,True,0.19379901885986328,,,0.03165341586646059,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,24,True,0.0022966861724853516,,,8.193635116070448e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,24,True,0.001470804214477539,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,24,True,0.3337976932525635,,,0.09999999025086762,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,25,True,0.002162456512451172,,,2.1285496612808675e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,25,True,0.0013670921325683594,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,25,True,0.14186406135559082,,,0.026683685831836595,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,26,True,0.002128124237060547,,,6.512461691298272e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,26,True,0.0013592243194580078,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,26,True,0.263533353805542,,,0.07187876569901158,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,27,True,0.0022513866424560547,,,4.159579752730188e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,27,True,0.0014159679412841797,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,27,True,0.1723334789276123,,,0.0473714656653846,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,28,True,0.002562284469604492,,,3.1917125194298066e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,28,True,0.0015728473663330078,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,28,True,0.28526949882507324,,,0.03503107886195879,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,29,True,0.0031898021697998047,,,1.7933122622409377e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,29,True,0.0014185905456542969,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,29,True,0.27370429039001465,,,0.023987589446759532,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,30,True,0.0022361278533935547,,,2.9566130539232423e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,30,True,0.0013074874877929688,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,30,True,0.283461332321167,,,0.03225184773674532,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,31,True,0.003696441650390625,,,1.971017238527844e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,31,True,0.0022687911987304688,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,31,True,0.20732975006103516,,,0.022594010532774808,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,32,True,0.002463817596435547,,,2.185448021950088e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,32,True,0.00133514404296875,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,32,True,0.33678388595581055,,,0.024411050140753388,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,33,True,0.002201557159423828,,,6.392174696793485e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,33,True,0.0013349056243896484,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,33,True,0.29499173164367676,,,0.0666260968730055,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,34,True,0.0021941661834716797,,,1.813405643720398e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,34,True,0.0014028549194335938,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,34,True,0.14251303672790527,,,0.02167099494409054,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,35,True,0.0021898746490478516,,,4.7577447904921444e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,35,True,0.0014841556549072266,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,35,True,0.22527647018432617,,,0.047057626640804325,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,36,True,0.0021278858184814453,,,2.6556287660827406e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,36,True,0.0013556480407714844,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,36,True,0.07799744606018066,,,0.03699117219269718,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,37,True,0.002206563949584961,,,1.6836509404724902e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,37,True,0.0013720989227294922,,,,,,Success
OneStage_RCS,2_quadratic_mod_het,37,True,0.12058687210083008,,,0.023971756205411237,,,Success
TwoStage_RCS_DL_HKSJ,2_quadratic_mod_het,38,True,0.0021576881408691406,,,2.8881073917440666e-07,,,Success
TwoStage_RCS_Fixed,2_quadratic_mod_het,38,True,0.0014064311981201172,,,,,,Success
